Name,hs,dhw,hs_and_dhw,cs,el
B2935,58.74,4.604,63.344,0.0,7.086
B2932,94.672,5.22,99.892,0.0,8.981
B2931,64.977,4.527,69.504,0.0,7.51
B2930,85.985,5.492,91.477,0.0,9.146
B2929,60.301,4.617,64.918,0.0,7.461
B2940,40.318,5.232,45.55,0.0,9.463
B2941,78.498,6.395,84.893,0.0,11.99
B2952,47.521,3.843,51.364000000000004,0.0,5.964
B2960,31.567,1.223,32.79,0.0,2.89
B2979,31.08,1.201,32.281,0.0,2.801
B2927,67.071,5.393,72.464,0.0,8.83
B2964,27.805,1.223,29.028,0.0,2.881
B1833,45.696,1.235,46.931,0.0,2.998
B2954,97.47,5.389,102.859,0.0,9.169
B2965,27.803,1.201,29.004,0.0,2.796
B2951,70.574,5.393,75.967,0.0,8.836
B1830,26.164,1.223,27.387,0.0,2.877
B1652,86.844,6.129,92.973,0.0,10.501
B1642,36.999,4.535,41.534000000000006,0.0,7.935
B2552,15.493,2.249,17.742,0.0,4.171
B2553,11.194,2.245,13.439,0.0,4.079
B1643,83.182,4.008,87.19,0.0,7.061
B2555,15.314,2.244,17.558,0.0,4.086
B2549,101.924,3.958,105.882,0.0,7.135
B1597,80.34,15.471,95.811,0.0,32.799
B1594,32.793,5.394,38.187,0.0,10.78
B1641,40.324,5.232,45.556,0.0,9.463
B2772,85.897,6.395,92.292,0.0,12.003
B2771,55.739,6.984,62.723,0.0,13.366
B2770,85.956,4.833,90.789,0.0,8.664
B1638,43.133,4.644,47.777,0.0,8.217
B1639,90.038,6.185,96.223,0.0,11.331
B1640,102.121,5.7,107.821,0.0,10.325
B1629,197.009,13.468,210.47699999999998,0.0,37.251
B1653,40.061,5.72,45.781,0.0,11.622
B2544,41.621,4.458,46.079,0.0,7.807
B2546,11.252,2.281,13.533000000000001,0.0,4.079
B2545,15.227,2.274,17.501,0.0,4.044
B1631,44.482,4.48,48.962,0.0,8.021
B1614,17.917,2.237,20.154000000000003,0.0,4.095
B1624,70.905,1.197,72.102,0.0,3.206
B1622,78.713,0.985,79.698,0.0,2.143
B1600,90.57,0.997,91.567,0.0,2.489
B1656,85.203,1.809,87.012,0.0,6.007
B1608,80.566,0.964,81.53,0.0,2.164
B1623,57.654,1.033,58.687000000000005,0.0,2.195
B1621,47.786,1.958,49.744,0.0,3.443
B1654,110.745,15.026,125.771,0.0,30.797
B2550,200.355,3.912,204.267,0.0,6.468
B1605,91.496,1.088,92.58399999999999,0.0,2.664
B1620,81.122,1.041,82.163,0.0,2.495
B1619,76.778,1.048,77.82600000000001,0.0,2.48
B2560,44.11,5.647,49.757,0.0,10.322
B2565,42.994,5.478,48.472,0.0,9.926
B2559,75.877,5.136,81.01299999999999,0.0,9.519
B2566,33.423,4.814,38.237,0.0,8.804
B2562,62.431,5.672,68.103,0.0,10.353
B2567,61.035,4.628,65.663,0.0,8.226
B2561,80.143,5.145,85.288,0.0,9.526
B2572,0.0,0.0,0.0,0.0,0.403
B1802,86.045,5.379,91.424,0.0,9.918
B1593,50.391,4.812,55.202999999999996,0.0,8.745
B1610,52.569,3.759,56.328,0.0,6.43
B1611,93.437,5.002,98.439,0.0,8.952
B2851,32.837,5.076,37.913000000000004,0.0,8.468
B1485,29.385,5.051,34.436,0.0,7.869
B2852,110.979,9.574,120.553,0.0,17.504
B2854,44.721,4.391,49.111999999999995,0.0,6.819
B2856,28.054,4.599,32.653,0.0,7.078
B2849,77.743,9.938,87.681,0.0,18.183
B1218,74.753,4.893,79.646,0.0,8.668
B2716,0.0,0.0,0.0,0.0,0.662
B1219,67.504,6.079,73.583,0.0,11.62
B1486,91.711,8.569,100.28,0.0,15.48
B2728,53.394,4.057,57.451,0.0,6.836
B2727,28.092,4.076,32.168,0.0,7.04
B2726,32.721,4.025,36.745999999999995,0.0,6.935
B2725,41.026,4.057,45.083000000000006,0.0,6.811
B2323,113.395,8.475,121.86999999999999,0.0,15.899
B2319,42.013,2.514,44.527,0.0,8.573
B2334,54.824,1.755,56.579,0.0,9.76
B2322,117.29,8.475,125.765,0.0,15.901
B2857,45.614,5.652,51.266,0.0,9.475
B2853,117.506,7.606,125.112,0.0,13.707
B2858,40.912,5.644,46.556,0.0,9.424
B2797,46.283,4.424,50.707,0.0,6.934
B2859,108.276,8.607,116.883,0.0,15.371
B2798,25.268,4.21,29.478,0.0,6.405
B2799,27.609,4.426,32.035000000000004,0.0,6.925
B2793,67.612,1.687,69.29899999999999,0.0,2.986
B2794,106.232,4.886,111.118,0.0,8.054
B2800,37.318,5.651,42.968999999999994,0.0,9.261
B1484,35.588,4.58,40.168,0.0,7.939
B2557,31.521,4.025,35.546,0.0,6.934
B3318,84.947,6.319,91.266,0.0,11.694
B2743,51.851,4.79,56.641,0.0,8.226
B1575,36.991,4.529,41.519999999999996,0.0,7.91
B1490,119.91,10.832,130.742,0.0,21.7
B1573,165.934,13.204,179.138,0.0,27.247
B2750,74.856,1.871,76.72699999999999,0.0,2.768
B1574,50.517,5.377,55.894000000000005,0.0,9.481
B1488,128.56,9.41,137.97,0.0,17.756
B2801,36.38,5.667,42.047000000000004,0.0,9.393
B1468,183.53,9.091,192.621,0.0,17.202
B3602,175.915,46.015,221.93,0.0,19.2
B1012,230.119,61.086,291.205,0.0,25.507
B1491,116.936,9.967,126.903,0.0,19.652
B1494,231.7,18.123,249.82299999999998,0.0,37.682
B1495,88.946,5.035,93.981,0.0,8.949
B1572,81.54,4.827,86.367,0.0,8.625
B3598,38.173,4.725,42.898,0.0,8.493
B3321,42.433,3.629,46.062,0.0,6.238
B3599,95.153,4.858,100.01100000000001,0.0,8.701
B1492,31.34,3.609,34.949,0.0,6.151
B2747,95.087,5.449,100.536,0.0,16.437
B3600,52.607,4.28,56.887,0.0,7.631
B2332,10.183,1.031,11.214,0.0,2.443
B2912,97.354,5.459,102.813,0.0,9.363
B2345,70.227,5.45,75.677,0.0,9.3
B3650,6.75,1.03,7.78,0.0,2.426
B3649,10.2,1.031,11.231,0.0,2.442
B2325,133.942,8.475,142.417,0.0,15.93
B3643,10.404,1.025,11.429,0.0,2.526
B3644,6.862,1.026,7.888,0.0,2.519
B3645,6.855,1.026,7.881,0.0,2.516
B2945,35.854,1.181,37.035,0.0,3.049
B1651,28.666,1.015,29.681,0.0,2.502
B2973,36.646,1.451,38.097,0.0,2.813
B2981,36.022,1.452,37.474,0.0,2.898
B2971,31.344,1.223,32.567,0.0,2.887
B1633,69.25,6.228,75.478,0.0,10.581
B2955,33.502,1.451,34.953,0.0,2.809
B2928,24.815,1.452,26.267000000000003,0.0,2.879
B2963,31.528,1.2,32.728,0.0,2.798
B2994,34.116,1.224,35.339999999999996,0.0,2.893
B1819,44.205,1.263,45.467999999999996,0.0,3.047
B2961,59.684,4.763,64.447,0.0,8.246
B2957,60.246,4.541,64.787,0.0,7.976
B2985,27.262,3.253,30.515,0.0,5.205
B2995,31.584,1.201,32.785,0.0,2.802
B2996,34.047,1.223,35.269999999999996,0.0,2.891
B2956,39.413,4.361,43.773999999999994,0.0,7.484
B2974,61.003,5.294,66.297,0.0,9.126
B2986,27.278,3.378,30.656,0.0,5.198
B2003,146.498,2.599,149.09699999999998,0.0,4.42
B1946,177.476,3.291,180.767,0.0,5.573
B2958,44.209,4.36,48.569,0.0,7.49
B2002,125.728,1.288,127.01599999999999,0.0,3.917
B1943,163.47,3.38,166.85,0.0,5.759
B1938,81.676,11.093,92.769,0.0,21.395
B1953,157.107,11.748,168.855,0.0,23.947
B2774,66.386,7.974,74.36,0.0,15.353
B3624,160.97,12.143,173.113,0.0,24.406
B2950,79.969,4.237,84.20599999999999,0.0,6.605
B2949,71.986,4.817,76.803,0.0,7.619
B1831,61.348,4.952,66.3,0.0,8.493
B2777,38.833,1.847,40.68,0.0,1.824
B2778,44.347,1.704,46.051,0.0,1.756
B1630,146.139,10.712,156.851,0.0,29.513
B1817,62.695,4.541,67.236,0.0,7.981
B2977,57.19,5.228,62.418,0.0,9.116
B1832,0.0,0.0,0.0,0.0,0.745
B2984,40.101,3.996,44.097,0.0,6.51
B1816,69.551,8.291,77.842,0.0,16.088
B1829,111.675,11.831,123.506,0.0,24.039
B1828,75.363,8.439,83.80199999999999,0.0,16.397
B1815,185.698,28.595,214.293,0.0,59.817
B1812,62.557,9.478,72.035,0.0,17.71
B1803,170.537,24.067,194.604,0.0,51.262
B1937,40.646,6.131,46.777,0.0,10.697
B2705,56.005,5.954,61.959,0.0,10.397
B2702,51.23,5.072,56.302,0.0,8.953
B1974,42.069,3.226,45.295,0.0,5.431
B2707,179.046,11.262,190.308,0.0,22.154
B1973,79.227,9.647,88.87400000000001,0.0,18.576
B3595,43.03,8.688,51.718,0.0,17.673
B1969,52.353,7.659,60.012,0.0,14.735
B2695,51.287,5.441,56.728,0.0,10.039
B1951,215.414,13.536,228.95,0.0,27.742
B3594,45.502,9.217,54.719,0.0,19.028
B1908,58.24,8.353,66.593,0.0,17.037
B1913,73.151,4.67,77.821,0.0,8.121
B1912,169.304,20.504,189.808,0.0,41.559
B1814,136.811,22.207,159.018,0.0,42.849
B1910,112.495,5.127,117.622,0.0,9.069
B1909,92.474,4.966,97.44,0.0,8.39
B1904,114.489,9.448,123.93700000000001,0.0,18.135
B2699,115.387,4.512,119.899,0.0,7.313
B2697,46.605,5.452,52.056999999999995,0.0,10.181
B3428,62.889,1.545,64.434,0.0,2.154
B2694,84.191,5.284,89.47500000000001,0.0,9.946
B1911,40.467,6.415,46.882,0.0,12.996
B2696,70.966,5.426,76.392,0.0,10.106
B2693,51.266,6.964,58.23,0.0,13.176
B1907,53.237,7.275,60.512,0.0,13.825
B1905,113.637,5.389,119.026,0.0,9.922
B1923,84.99,4.919,89.90899999999999,0.0,8.754
B2571,125.508,6.871,132.379,0.0,12.554
B1801,136.582,6.872,143.454,0.0,12.574
B2569,39.639,6.022,45.661,0.0,12.195
B2570,39.638,6.022,45.66,0.0,12.187
B1799,91.7,5.591,97.291,0.0,10.201
B1805,120.798,6.192,126.99000000000001,0.0,11.743
B1804,108.93,6.319,115.24900000000001,0.0,11.479
B1798,165.52,8.695,174.215,0.0,25.874
B2479,78.786,14.417,93.203,0.0,30.33
B1213,156.687,3.695,160.382,0.0,6.427
B1922,79.589,4.627,84.216,0.0,8.035
B1921,59.221,4.742,63.962999999999994,0.0,8.346
B3925,59.486,4.837,64.323,0.0,8.742
B1920,73.85,5.37,79.22,0.0,9.674
B3928,0.0,0.0,0.0,0.0,0.376
B1914,35.94,4.947,40.887,0.0,9.714
B1915,77.515,3.922,81.437,0.0,6.825
B3927,22.844,3.286,26.130000000000003,0.0,6.15
B1926,83.692,4.569,88.261,0.0,8.105
B1612,68.111,2.512,70.623,0.0,4.216
B1609,28.628,2.413,31.041,0.0,3.886
B1613,41.837,5.699,47.536,0.0,10.891
B1607,102.265,2.424,104.68900000000001,0.0,3.945
B2548,55.092,1.226,56.318,0.0,3.106
B1615,63.298,3.828,67.126,0.0,6.765
B1603,63.903,3.405,67.30799999999999,0.0,5.393
B1655,132.337,2.801,135.13799999999998,0.0,4.494
B1599,77.034,1.104,78.138,0.0,2.705
B1618,120.129,2.634,122.763,0.0,4.227
B1604,45.531,1.343,46.873999999999995,0.0,3.282
B1617,121.155,2.788,123.943,0.0,4.482
B1616,108.347,2.635,110.982,0.0,4.096
B1602,43.728,1.102,44.83,0.0,2.535
B1657,39.342,4.965,44.307,0.0,8.856
B2568,61.639,4.8,66.43900000000001,0.0,8.642
B1661,58.625,2.582,61.207,0.0,3.997
B1659,75.926,1.341,77.267,0.0,3.986
B1683,71.126,2.465,73.59100000000001,0.0,3.906
B1660,100.957,5.127,106.08399999999999,0.0,8.829
B1671,55.977,2.734,58.711,0.0,4.098
B1663,41.237,1.074,42.311,0.0,2.466
B2539,68.605,9.488,78.093,0.0,20.115
B2540,68.242,9.641,77.88300000000001,0.0,20.159
B2541,68.367,9.939,78.30600000000001,0.0,20.074
B2537,68.327,9.442,77.769,0.0,19.885
B2542,68.648,9.692,78.34,0.0,20.011
B1665,21.386,2.306,23.692,0.0,4.271
B1666,18.025,2.112,20.137,0.0,3.658
B2536,68.545,9.957,78.50200000000001,0.0,19.95
B2473,55.059,2.068,57.126999999999995,0.0,3.104
B1668,47.481,1.075,48.556000000000004,0.0,2.476
B2564,16.455,1.464,17.918999999999997,0.0,9.348
B1678,42.614,5.791,48.405,0.0,10.483
B2563,71.687,5.428,77.115,0.0,9.679
B1800,72.931,3.509,76.44,0.0,6.058
B3283,168.344,7.994,176.338,0.0,15.102
B1681,50.533,1.1,51.633,0.0,2.675
B1679,42.674,2.415,45.089,0.0,3.796
B2478,45.566,7.537,53.103,0.0,15.172
B1680,63.52,3.342,66.86200000000001,0.0,5.482
B2477,45.582,7.537,53.119,0.0,15.174
B1673,63.176,4.111,67.287,0.0,6.444
B1658,46.838,7.874,54.712,0.0,16.016
B1670,45.32,1.227,46.547,0.0,2.87
B1675,51.57,1.075,52.645,0.0,2.482
B1672,49.627,2.786,52.413000000000004,0.0,4.296
B1674,89.152,4.89,94.042,0.0,8.486
B1676,52.699,1.259,53.958,0.0,3.085
B1664,55.969,1.26,57.229,0.0,3.09
B2475,68.345,12.124,80.469,0.0,25.611
B1222,70.902,2.964,73.866,0.0,4.948
B1667,59.074,1.259,60.333,0.0,3.095
B1249,68.637,3.432,72.069,0.0,5.646
B1252,50.486,1.273,51.759,0.0,3.247
B2723,36.37,4.799,41.169,0.0,8.309
B1251,48.917,2.243,51.160000000000004,0.0,3.413
B1669,47.213,6.407,53.620000000000005,0.0,12.289
B1250,82.848,5.082,87.92999999999999,0.0,8.942
B1247,46.748,4.731,51.479,0.0,8.368
B1253,79.993,3.483,83.476,0.0,5.839
B1693,63.296,2.965,66.261,0.0,4.7
B2480,45.594,7.538,53.132000000000005,0.0,15.176
B2687,145.132,5.572,150.704,0.0,10.341
B2474,135.053,23.258,158.311,0.0,50.846
B1694,95.433,5.695,101.12800000000001,0.0,10.4
B2686,101.112,5.546,106.658,0.0,10.008
B1215,67.214,3.461,70.675,0.0,5.877
B1205,137.132,10.247,147.37900000000002,0.0,19.597
B1204,70.585,7.261,77.84599999999999,0.0,13.749
B2509,28.033,3.955,31.988,0.0,7.581
B1217,89.448,9.124,98.57199999999999,0.0,17.393
B2724,28.103,4.076,32.179,0.0,7.045
B2722,38.834,4.025,42.859,0.0,6.949
B2719,28.106,4.076,32.182,0.0,7.045
B1216,79.334,7.811,87.14500000000001,0.0,14.762
B2315,37.107,4.714,41.821,0.0,8.227
B2718,34.125,4.025,38.15,0.0,6.939
B3320,33.558,4.449,38.007,0.0,7.772
B3319,75.333,5.039,80.372,0.0,9.109
B2729,48.799,4.895,53.694,0.0,8.662
B2721,42.585,4.057,46.642,0.0,6.818
B1689,63.52,2.24,65.76,0.0,3.423
B1248,37.123,4.949,42.071999999999996,0.0,8.644
B1688,104.421,5.95,110.37100000000001,0.0,11.049
B1685,65.582,1.262,66.844,0.0,3.023
B1571,157.148,4.393,161.541,0.0,7.87
B2717,38.192,4.057,42.249,0.0,6.806
B1684,87.175,1.53,88.705,0.0,4.627
B1903,122.32,9.637,131.957,0.0,18.568
B1917,93.344,9.637,102.981,0.0,18.478
B2700,75.253,5.071,80.324,0.0,9.124
B1916,54.632,5.441,60.073,0.0,9.741
B1919,47.09,7.078,54.168000000000006,0.0,14.418
B1214,107.012,3.544,110.556,0.0,6.118
B2476,79.47,7.021,86.491,0.0,12.925
B1212,164.336,3.61,167.94600000000003,0.0,5.646
B1918,128.362,7.03,135.392,0.0,13.453
B1210,159.735,3.896,163.631,0.0,6.09
B1207,195.554,6.131,201.685,0.0,11.375
B1206,104.383,6.371,110.75399999999999,0.0,11.779
B1208,131.325,2.984,134.309,0.0,24.603
B1209,86.886,5.694,92.58,0.0,10.366
B1173,0.0,12.418,12.418,0.0,3.473
B3862,29.367,4.081,33.448,0.0,8.02
B1172,33.434,4.718,38.152,0.0,9.257
B2513,46.479,6.457,52.936,0.0,13.28
B3863,29.62,4.082,33.702,0.0,8.097
B3553,40.557,5.922,46.479,0.0,11.847
B1925,95.042,3.975,99.017,0.0,7.042
B1932,98.254,2.94,101.194,0.0,4.771
B1931,83.089,12.354,95.443,0.0,25.41
B1176,46.422,6.312,52.733999999999995,0.0,13.088
B2298,37.429,5.973,43.402,0.0,12.381
B3369,0.0,0.0,0.0,0.0,0.41
B3931,35.659,7.13,42.789,0.0,14.274
B3932,48.507,8.01,56.516999999999996,0.0,16.257
B1211,139.357,4.477,143.834,0.0,6.739
B1902,27.172,1.104,28.276,0.0,6.378
B1175,64.817,9.785,74.60199999999999,0.0,20.752
B3934,0.0,0.0,0.0,0.0,0.41
B3933,0.0,0.0,0.0,0.0,0.41
B1174,68.915,10.085,79.0,0.0,21.24
B1171,202.558,5.566,208.124,0.0,10.38
B2685,46.896,6.463,53.359,0.0,13.164
B3372,0.0,0.0,0.0,0.0,0.405
B2503,47.705,8.403,56.108,0.0,17.708
B2510,0.0,16.149,16.149,0.0,5.311
B1170,46.573,1.002,47.575,0.0,2.49
B2511,52.122,6.941,59.063,0.0,14.384
B3861,0.0,2.142,2.142,0.0,0.733
B3860,8.488,0.996,9.484,0.0,2.397
B3859,56.449,0.996,57.445,0.0,2.474
B1169,65.518,1.081,66.599,0.0,2.81
B3856,6.941,0.933,7.874,0.0,1.996
B3865,92.34,5.591,97.931,0.0,10.014
B2514,48.91,6.762,55.672,0.0,13.913
B1203,61.278,2.549,63.827,0.0,4.141
B2512,41.087,5.997,47.084,0.0,12.094
B1202,84.703,8.529,93.232,0.0,16.407
B1705,67.768,2.547,70.315,0.0,4.105
B1165,46.172,6.319,52.491,0.0,13.107
B1706,68.189,2.381,70.57,0.0,3.875
B1164,47.749,6.663,54.412000000000006,0.0,12.6
B3857,29.152,0.995,30.147000000000002,0.0,2.431
B3858,44.47,0.934,45.403999999999996,0.0,2.057
B1166,0.0,14.683,14.683,0.0,6.851
B1167,51.59,7.758,59.348000000000006,0.0,15.673
B1168,53.569,8.031,61.6,0.0,16.501
B1115,156.223,3.871,160.09400000000002,0.0,6.863
B1114,52.076,7.415,59.491,0.0,15.258
B1113,139.535,3.491,143.026,0.0,5.895
B1051,120.627,7.084,127.711,0.0,20.038
B3357,67.893,4.439,72.332,0.0,8.024
B3371,0.0,0.0,0.0,0.0,0.41
B3373,87.744,2.361,90.105,0.0,16.445
B1188,188.105,1.8,189.905,0.0,6.503
B1052,203.508,52.785,256.293,0.0,22.114
B1186,122.588,8.211,130.799,0.0,15.998
B3853,38.298,4.859,43.157000000000004,0.0,8.797
B3852,58.118,4.174,62.292,0.0,7.343
B3850,56.864,4.176,61.04,0.0,7.364
B3851,87.945,4.338,92.28299999999999,0.0,7.589
B3886,75.235,12.174,87.40899999999999,0.0,25.868
B1185,134.964,3.057,138.021,0.0,24.783
B3883,70.6,13.291,83.89099999999999,0.0,27.721
B3888,33.258,6.339,39.597,0.0,12.999
B1193,181.939,7.703,189.642,0.0,14.864
B3892,82.538,6.219,88.75699999999999,0.0,11.457
B3884,61.997,11.485,73.482,0.0,24.324
B3891,95.297,5.678,100.975,0.0,10.667
B3890,38.469,5.149,43.618,0.0,9.373
B3845,68.781,4.336,73.117,0.0,11.443
B3849,49.377,6.194,55.571000000000005,0.0,11.364
B3848,42.904,5.361,48.265,0.0,9.864
B3847,76.062,6.199,82.261,0.0,11.527
B1182,64.085,4.424,68.509,0.0,7.779
B3379,153.824,11.939,165.763,0.0,16.143
B3895,83.39,9.422,92.812,0.0,18.568
B1189,148.718,9.265,157.983,0.0,18.51
B1691,82.207,5.774,87.981,0.0,10.521
B2688,60.466,4.409,64.875,0.0,7.674
B1221,19.715,2.283,21.998,0.0,4.243
B1690,40.523,5.935,46.458000000000006,0.0,11.946
B1687,40.611,5.586,46.196999999999996,0.0,9.918
B1692,29.778,4.115,33.893,0.0,7.939
B2689,102.912,5.599,108.51100000000001,0.0,10.252
B1686,77.928,4.486,82.414,0.0,7.905
B2682,136.951,22.594,159.545,0.0,46.411
B1220,143.081,23.717,166.798,0.0,49.253
B2558,28.111,4.076,32.187,0.0,7.045
B1592,188.915,4.213,193.128,0.0,7.576
B1701,47.473,1.098,48.571,0.0,2.527
B1698,214.39,4.197,218.587,0.0,7.613
B2674,88.92,4.201,93.121,0.0,7.438
B1591,205.584,4.353,209.937,0.0,7.789
B1570,44.245,5.376,49.620999999999995,0.0,9.853
B1590,70.492,4.02,74.512,0.0,6.947
B1699,221.55,5.097,226.64700000000002,0.0,8.942
B2676,180.34,4.427,184.767,0.0,7.643
B1700,52.915,1.145,54.06,0.0,2.66
B1696,49.182,3.775,52.957,0.0,6.594
B1702,107.421,4.473,111.894,0.0,7.804
B2684,83.643,4.427,88.07,0.0,8.197
B1723,36.123,5.302,41.425,0.0,10.321
B1703,68.814,2.578,71.392,0.0,4.168
B1722,66.373,8.683,75.05600000000001,0.0,18.365
B1719,91.116,3.443,94.559,0.0,5.983
B1695,91.815,3.24,95.05499999999999,0.0,5.748
B1725,74.322,2.616,76.938,0.0,4.242
B2680,64.702,4.02,68.722,0.0,6.947
B2740,62.863,6.058,68.92099999999999,0.0,11.298
B2741,20.373,2.042,22.415,0.0,14.943
B1720,48.372,2.294,50.666,0.0,3.38
B2742,43.263,5.806,49.068999999999996,0.0,10.144
B1569,54.343,4.422,58.765,0.0,8.082
B1704,51.835,4.422,56.257,0.0,8.096
B1707,69.1,2.72,71.82,0.0,4.063
